array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
array('d', [0.0, 0.0, 0.0, 0.4944, 0.0, 1.4434, 0.0, 1.0277, 0.0, 0.0])
